"","baseMean","log2FoldChange","lfcSE","pvalue","padj","rownames"
"Misin02G343000.1",181.028392805576,3.21413824433672,1.33645424112389,1.79430868032201e-05,0.00632493809813509,"Misin02G343000.1"
"Misin02G408100.1",344.58947770534,-2.01036790915716,1.1460346197857,3.97403012347954e-05,0.011932838166539,"Misin02G408100.1"
"Misin02G431100.1",184.065657840806,3.62074719999702,0.527232255374279,3.83618068641694e-12,8.32156118130443e-09,"Misin02G431100.1"
"Misin02G490300.1",113.567349833925,2.34034820025757,0.442278240540073,6.91418762973463e-08,4.96974720927018e-05,"Misin02G490300.1"
"Misin02G490600.1",165.233025233686,2.62597290250528,0.47671643242738,2.38232671895191e-08,1.84059214998476e-05,"Misin02G490600.1"
"Misin02G495200.1",441.986210235946,-0.882428527835256,0.429257157823092,1.23475006464363e-05,0.00480275197557935,"Misin02G495200.1"
"Misin02G498500.1",685.280327859319,-0.720556486365239,0.685345765489729,8.33326989643605e-05,0.022487867088947,"Misin02G498500.1"
"Misin02G503500.1",71.2934360658799,-4.24070025835582,0.659189439598506,5.90041260937379e-11,1.03994772240213e-07,"Misin02G503500.1"
"Misin02G503600.1",326.321132384185,-3.60947126093992,0.494262609360286,1.66498225352633e-13,4.69524995494426e-10,"Misin02G503600.1"
"Misin02G503700.1",92.3766730083219,-3.26598794938655,0.721561546896831,7.60410323433466e-07,0.000412376367708149,"Misin02G503700.1"
"Misin14G074000.1",4.87485786319259,4.56908626541778,2.98528261379031,3.77359779732123e-05,0.0116301046868261,"Misin14G074000.1"
"Misin14G079700.1",223.60526740824,-3.59505898185933,1.84862006248875,3.19687260511592e-05,0.010129416569019,"Misin14G079700.1"
"Misin14G114700.1",124.241613405377,-4.73584926673994,0.535876583613585,3.8559221982101e-19,3.62456686631749e-15,"Misin14G114700.1"
"Misin14G115600.1",98.3203969551354,8.98612751559684,1.5913027469578,2.37006058176056e-10,3.26027845881209e-07,"Misin14G115600.1"
"Misin14G123500.1",37.7377638593325,-3.01631142189315,1.19513377427933,1.53402729774072e-05,0.005654845725005,"Misin14G123500.1"
"Misin14G146400.1",69.5575988215897,1.6104129357054,1.43593844347763,0.000128304467737777,0.0323052320554044,"Misin14G146400.1"
"Misin09G011900.1",46.6761307241377,-0.938446299104751,1.09826664529708,0.000208264823610029,0.0475037501542729,"Misin09G011900.1"
"Misin09G040900.1",145.004625000729,2.42643203531022,0.435509159807894,1.76930171672936e-08,1.44527740504999e-05,"Misin09G040900.1"
"Misin09G123300.1",36.0438392300704,-6.43598552692757,2.03248376460257,3.03101501819851e-06,0.0014245770585533,"Misin09G123300.1"
"Misin09G151400.1",2071.24251184325,-22.55058301078,5.18916706403541,7.60716132568699e-09,6.60067536567302e-06,"Misin09G151400.1"
"Misin09G165900.1",765.710787740706,-7.36669678613571,1.44091014200109,1.79378401335992e-08,1.44527740504999e-05,"Misin09G165900.1"
"Misin09G167700.1",48.7919357083013,-4.80335802028394,1.37505376070229,3.61841493419684e-06,0.00167277542859592,"Misin09G167700.1"
"Misin09G170100.1",46.0299794031993,-3.09018503330272,1.95764581568461,5.73566135821353e-05,0.016589297466833,"Misin09G170100.1"
"Misin09G170200.1",521.140203607769,-4.91854109935839,0.830484468276524,1.10162921809096e-09,1.18199621223145e-06,"Misin09G170200.1"
"Misin09G170500.1",69.8348934857113,-5.31949310597579,1.16102701765602,4.13638319688633e-07,0.000240507229179782,"Misin09G170500.1"
"Misin09G171000.1",49.8227552000613,-7.97357582048332,1.81040007810849,1.47925318588545e-07,9.83352299476212e-05,"Misin09G171000.1"
"Misin09G171900.1",122.111783868426,-6.82997658762674,1.86679565934746,1.29335684908314e-06,0.000669223176956781,"Misin09G171900.1"
"Misin09G172200.1",63.0537232609516,2.55896323242937,2.1311429275961,0.000114763870523269,0.0292881551923637,"Misin09G172200.1"
"Misin09G181500.1",79.9102865383403,-7.15275821598125,1.39964077575343,2.14246139967882e-08,1.70189891467445e-05,"Misin09G181500.1"
"Misin09G184300.1",18.3972855198306,-3.01986381225363,2.29298583641239,8.69207944581937e-05,0.0232338047746072,"Misin09G184300.1"
"Misin09G184700.1",258.41744035532,-3.09937370673977,1.2952530983599,1.82206243936994e-05,0.00634389412692104,"Misin09G184700.1"
"Misin09G189700.1",43.3482815313573,-2.63353101844978,1.29309942054104,2.88250574358194e-05,0.00934329447919662,"Misin09G189700.1"
"Misin09G191700.1",31.1348365548225,-2.58587509752904,1.73013559093798,6.75193789702348e-05,0.0186671224211826,"Misin09G191700.1"
"Misin09G191800.1",497.32890454004,-8.23374041071712,0.939709747596136,6.99123278797617e-20,9.8576382310464e-16,"Misin09G191800.1"
"Misin09G191900.1",196.58056509552,-3.31327116231972,0.46871534671661,1.00351999087718e-12,2.46080554284665e-09,"Misin09G191900.1"
"Misin09G194200.1",473.588225083616,1.72904644408967,1.44039536970603,0.000109356114342772,0.0281629445156727,"Misin09G194200.1"
"Misin09G200300.1",14.1066105683262,4.48315524915115,2.98605896455946,4.03464664631867e-05,0.012039897928697,"Misin09G200300.1"
"Misin09G200400.1",30.1603234318356,8.09655939303644,1.55528101992444,6.1090291293868e-09,5.38358192027212e-06,"Misin09G200400.1"
"Misin09G204800.1",454.900568179623,-1.53971468104557,1.34868620352061,0.000118984839135527,0.0300930265795682,"Misin09G204800.1"
"Misin09G205400.1",26.0791837492311,-5.27000400175005,2.5975506212528,1.73152284824211e-05,0.0061808790279022,"Misin09G205400.1"
"Misin09G205700.1",33.577953094032,-2.180491062519,1.78465818936668,0.000111903023800342,0.0286878661015422,"Misin09G205700.1"
"Misin09G206700.1",75.2039761427211,5.53214902182096,0.745035391803278,2.9658753669061e-14,9.29307614963913e-11,"Misin09G206700.1"
"Misin09G210800.1",64.3354981346841,-7.51372020197911,1.4950157291662,2.3579608662498e-08,1.84059214998476e-05,"Misin09G210800.1"
"Misin11G021300.1",36.4809214129149,-3.56911772695366,1.7911520178826,3.01074343292534e-05,0.00964806418278347,"Misin11G021300.1"
"Misin11G035500.1",54.748278139626,8.24928038902287,1.57055127409354,4.19303914631028e-09,3.87684275167049e-06,"Misin11G035500.1"
"Misin11G099200.1",21.3738758870955,-4.86221319530559,1.50320918571711,5.02253153860655e-06,0.00220954991262416,"Misin11G099200.1"
"Misin11G176700.1",13.788699885283,-2.8345699068413,3.02147820161044,0.000148758580929372,0.0367402679799055,"Misin11G176700.1"
"Misin11G177500.1",70.8595781112767,-2.89939451536019,2.15046737175493,8.46534129508866e-05,0.0227354880496667,"Misin11G177500.1"
"Misin11G199400.1",14.4384209771929,5.56459906277872,3.21633299637311,1.89339298833005e-05,0.00651142466718382,"Misin11G199400.1"
"Misin11G205100.1",38.3086264512728,7.88110102572081,7.64808371957116,4.44618868950668e-06,0.00202229872651756,"Misin11G205100.1"
"Misin11G244200.1",41.2957722683936,6.05422086319441,1.18731834381032,4.76551147258478e-08,3.5365111454445e-05,"Misin11G244200.1"
"MisinT209100.1",31.4295329180358,-3.91285956262061,2.80961832979391,5.83570633120624e-05,0.016697798023546,"MisinT209100.1"
"MisinT087300.1",214.459115388763,1.20793957565791,0.750735038599434,3.52413086588618e-05,0.010920933012966,"MisinT087300.1"
"MisinT181400.1",116.575286130958,-1.21371084838907,0.778413419289921,3.89447796560303e-05,0.0118527384875732,"MisinT181400.1"
"MisinT025200.1",269.148458065863,-2.77223583372238,0.585463602686336,4.62257736046827e-07,0.000263346831444859,"MisinT025200.1"
"Misin15G023800.1",13.9475081088379,1.84326993443274,1.95988224005793,0.000212335881860692,0.048090923170883,"Misin15G023800.1"
"Misin15G054800.1",159.736671226475,1.29862354205118,0.638543359112806,1.83419628653321e-05,0.00634654420616401,"Misin15G054800.1"
"Misin15G132100.1",157.862709207518,-2.9704044569876,0.590900220288599,1.86151441979312e-07,0.000122080713112014,"Misin15G132100.1"
"Misin15G138700.1",122.508140353612,-3.52486193906341,0.559947204036751,1.84674770020255e-10,2.60391425728559e-07,"Misin15G138700.1"
"Misin15G148800.1",53.2359214122274,-3.84597872849552,0.596533749069682,6.19787794614627e-11,1.05309620780626e-07,"Misin15G148800.1"
"Misin15G149100.1",105.515199425859,-2.52019601921483,0.750770087333816,5.00194413139372e-06,0.00220954991262416,"Misin15G149100.1"
"Misin15G152300.1",80.213419454991,2.31647570639747,0.480051026383232,3.56746075325088e-07,0.000211061913446788,"Misin15G152300.1"
"Misin15G155700.1",20.6987375709812,-6.8863559351742,1.66507017700449,5.52263885925829e-07,0.00030839290263581,"Misin15G155700.1"
"Misin15G157200.1",32.5297249437496,-5.69957720666389,2.63193296632935,1.24356464533152e-05,0.0048039072600478,"Misin15G157200.1"
"Misin15G159000.1",105.012823679842,5.02204753955581,0.874416561983112,3.01572259980728e-09,2.88282634964628e-06,"Misin15G159000.1"
"Misin15G160100.1",116.067002288113,1.56245945234368,1.58872797244473,0.00018372581889053,0.043722093609392,"Misin15G160100.1"
"Misin15G165300.1",99.2996802846665,-5.6552645822656,0.947529795310645,5.66697755932407e-10,6.65869863220578e-07,"Misin15G165300.1"
"Misin15G196600.1",31.1999327792108,-7.09732887765754,1.5661207489145,1.89533480502114e-07,0.000122869980463439,"Misin15G196600.1"
"Misin15G197300.1",294.713440282169,23.4141313505442,3.79589884933929,8.88481343089203e-12,1.85593880556411e-08,"Misin15G197300.1"
"Misin19G023900.1",536.59670597212,-2.73961722249066,0.423274682152165,7.09002483008909e-11,1.14250685833436e-07,"Misin19G023900.1"
"Misin19G036900.1",65.435074022077,-3.53891482089684,1.7417583748744,2.86928844666385e-05,0.00934329447919662,"Misin19G036900.1"
"Misin19G049800.1",32.4362219175079,1.17520160657585,1.29775251472372,0.000202661255917338,0.0468446509579419,"Misin19G049800.1"
"Misin19G069100.1",15.2049798950147,-4.30898119360237,3.17198945374635,4.89104696488149e-05,0.0143674504593394,"Misin19G069100.1"
"Misin19G088000.1",26.4804479711063,-2.77121633720784,2.06989911238671,8.75639869780543e-05,0.0232953248375578,"Misin19G088000.1"
